kinetics example 1: constant-pressure ignition,
time (s),Temperature (K),Density (kg/m3),Pressure (Pa),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,
0.0008,2660.15,0.10971,101325,0.0326698,0.00916684,0.00342899,0.0117862,0.0190719,0.276645,4.09046e-06,2.93002e-07,1.36972e-33,7.27838e-35,1.2323e-33,1.0443e-34,4.3975e-33,1.28339e-33,4.09107e-29,5.22619e-29,-2.56382e-34,-7.07195e-35,7.9904e-35,4.18138e-36,1.4932e-35,-4.37879e-48,-1.91726e-46,1.21077e-51,1.17378e-49,-7.30655e-52,-6.34874e-53,-2.72712e-47,-1.07315e-47,-2.30024e-47,3.27253e-07,4.35774e-08,9.88159e-09,9.70044e-09,1.93742e-08,0.000708987,1.25506e-07,2.55498e-07,4.7959e-08,7.47777e-34,2.86493e-32,2.30353e-37,2.84038e-38,-8.28334e-34,1.88549e-32,-3.37245e-32,-9.99046e-34,0.646517,0,-1.90322e-68,-1.18473e-69,-5.06567e-51,-1.23278e-48,
0.00081,2660.57,0.109696,101325,0.0326438,0.009146,0.00342074,0.0117683,0.0190557,0.276701,4.08799e-06,2.93218e-07,-8.14114e-35,1.30427e-35,-1.04439e-33,-9.15319e-35,-5.61877e-33,-1.9357e-33,4.09326e-29,5.23284e-29,4.5441e-34,-1.85598e-33,-8.91308e-35,-4.95602e-36,-1.9233e-35,4.66007e-48,2.15849e-46,-1.69474e-51,-9.87557e-50,1.61708e-51,8.71482e-53,2.73882e-47,1.02796e-47,3.17465e-47,3.29538e-07,4.40021e-08,1.00107e-08,9.8412e-09,1.93346e-08,0.000724745,1.28403e-07,2.5605e-07,4.89726e-08,-6.83265e-34,-3.67671e-32,-2.36365e-37,-2.26711e-38,1.72213e-33,-2.46276e-32,7.68349e-33,-9.23839e-34,0.646534,0,2.03167e-68,1.33143e-69,5.13342e-51,1.3793e-48,
0.00082,2660.96,0.109684,101325,0.0326205,0.00912708,0.00341317,0.0117516,0.0190407,0.276753,4.08559e-06,2.93407e-07,1.61376e-33,-8.0407e-35,2.26383e-33,1.8168e-34,6.50597e-33,9.81479e-34,4.07931e-29,5.23399e-29,-4.56412e-34,-1.0624e-32,1.20046e-34,6.33044e-36,2.31287e-35,-4.26852e-48,-2.18489e-46,-2.82046e-51,1.00081e-49,-1.52268e-51,-9.38728e-53,-1.92081e-47,-4.98513e-48,-4.87743e-47,3.318e-07,4.44211e-08,1.01373e-08,9.9787e-09,1.92986e-08,0.000740479,1.31287e-07,2.56552e-07,4.99824e-08,4.93201e-34,1.0288e-32,1.30175e-37,3.80012e-38,-2.075e-33,4.51846e-32,1.15884e-32,1.3278e-33,0.646548,0,-6.8396e-68,-4.3932e-69,2.56035e-51,-1.96427e-48,
0.00083,2661.3,0.109673,101325,0.0325997,0.00910989,0.00340621,0.011736,0.0190268,0.276799,4.08328e-06,2.93572e-07,-4.51944e-34,9.86539e-35,-1.29594e-33,-1.04767e-34,-5.14255e-33,-1.15184e-33,4.08879e-29,5.23381e-29,4.04938e-34,5.79969e-33,-8.224e-35,-4.58514e-36,-1.86268e-35,2.48771e-48,1.35358e-46,6.58902e-52,-5.2969e-50,1.94905e-51,9.146e-53,6.06093e-48,3.58477e-49,4.13865e-47,3.34041e-07,4.48347e-08,1.02615e-08,1.01132e-08,1.92659e-08,0.000756188,1.3416e-07,2.57008e-07,5.09886e-08,2.22647e-34,2.25962e-32,6.74354e-39,-2.0306e-38,6.11933e-34,-3.77763e-32,-6.6995e-33,1.37326e-34,0.646561,0,4.96294e-68,3.24252e-69,-3.07491e-51,1.35555e-48,
0.00084,2661.61,0.109664,101325,0.032581,0.00909426,0.0033998,0.0117213,0.0190138,0.276841,4.08103e-06,2.93713e-07,1.15184e-33,-2.97425e-34,2.20266e-33,1.6766e-34,5.43028e-33,-8.91143e-35,4.08361e-29,5.23768e-29,-4.66358e-34,-1.78656e-32,9.83742e-35,5.36779e-36,2.12428e-35,-2.48083e-49,-4.75088e-47,-1.32861e-51,6.30898e-50,-1.46501e-51,-8.8317e-53,1.56501e-47,8.79777e-48,-5.12366e-47,3.36264e-07,4.52433e-08,1.03836e-08,1.02448e-08,1.92361e-08,0.000771873,1.37021e-07,2.57423e-07,5.19912e-08,-3.69107e-34,-4.90966e-32,4.83542e-39,2.67276e-38,5.01991e-34,5.86286e-32,-5.68716e-33,-1.37783e-33,0.646571,0,-1.02348e-67,-6.69834e-69,1.00672e-50,-1.51954e-48,
0.00085,2661.89,0.109655,101325,0.0325644,0.00908006,0.00339389,0.0117076,0.0190017,0.27688,4.07885e-06,2.93835e-07,-8.74921e-34,2.83237e-34,-1.39134e-33,-9.93342e-35,-2.14368e-33,1.02364e-33,4.07895e-29,5.23902e-29,3.52857e-34,1.6305e-32,-4.34158e-35,-2.39432e-36,-1.00454e-35,-2.50186e-48,-8.85274e-47,5.93498e-52,-2.56977e-50,4.41619e-52,3.55488e-53,-3.02214e-47,-1.30722e-47,2.78522e-47,3.38468e-07,4.56473e-08,1.05037e-08,1.03739e-08,1.92089e-08,0.000787534,1.39871e-07,2.57799e-07,5.29904e-08,2.39098e-34,3.79261e-32,-4.25077e-38,-1.1928e-38,-1.26649e-33,-4.22862e-32,1.87733e-32,1.77039e-33,0.64658,0,8.42936e-68,5.54963e-69,-1.00427e-50,5.96136e-49,
0.00086,2662.14,0.109647,101325,0.0325496,0.00906715,0.00338843,0.0116947,0.0189904,0.276914,4.07672e-06,2.93938e-07,8.54408e-34,-4.4823e-34,1.48063e-33,1.00132e-34,1.58725e-33,-1.95993e-33,4.0853e-29,5.23916e-29,-3.6382e-34,-2.19743e-32,3.47448e-35,2.03616e-36,9.78648e-36,4.87592e-48,1.9963e-46,-7.38288e-52,3.41833e-50,9.51564e-53,-2.39186e-53,4.74892e-47,1.88578e-47,-2.252e-47,3.40655e-07,4.60471e-08,1.06219e-08,1.05005e-08,1.91842e-08,0.00080317,1.42711e-07,2.58142e-07,5.39863e-08,-4.64266e-35,-2.91992e-32,1.11767e-37,7.60527e-39,1.14046e-33,5.16556e-32,-3.4994e-32,-2.11394e-33,0.646587,0,-1.148e-67,-7.62421e-69,1.21364e-50,-3.48779e-49,
0.00087,2662.37,0.10964,101325,0.0325364,0.0090554,0.00338338,0.0116826,0.0189798,0.276945,4.07465e-06,2.94024e-07,-1.04312e-33,5.28854e-34,-1.00627e-33,-5.52001e-35,3.59815e-33,4.46805e-33,4.07536e-29,5.24108e-29,2.2342e-34,2.59047e-32,3.18659e-35,1.91295e-36,7.86884e-36,-7.76894e-48,-3.56451e-46,3.0245e-51,-1.25419e-50,-3.58716e-51,-9.48479e-53,-5.30249e-47,-1.90384e-47,-2.56458e-47,3.42828e-07,4.64429e-08,1.07384e-08,1.06249e-08,1.91617e-08,0.00081878,1.45539e-07,2.58453e-07,5.49791e-08,-3.36739e-34,2.75761e-33,-5.89447e-38,5.21108e-39,-3.07024e-34,-1.88751e-32,3.11077e-32,1.03972e-33,0.646593,0,1.0327e-67,6.8787e-69,-1.07318e-50,-8.47318e-49,
0.00088,2662.57,0.109634,101325,0.0325248,0.0090447,0.00337871,0.0116711,0.0189699,0.276973,4.07262e-06,2.94095e-07,6.85891e-34,-4.68418e-34,5.11586e-34,1.90356e-35,-3.32124e-33,-3.92881e-33,4.08287e-29,5.24253e-29,-1.47102e-34,-2.1559e-32,-3.79671e-35,-2.04938e-36,-6.67726e-36,6.99702e-48,3.32454e-46,-3.12214e-51,1.66256e-50,3.0494e-51,8.07895e-53,4.37177e-47,1.46819e-47,3.16958e-47,3.44985e-07,4.68349e-08,1.08533e-08,1.07472e-08,1.91411e-08,0.000834365,1.48358e-07,2.58736e-07,5.59687e-08,2.38888e-34,3.999e-34,2.4204e-38,-9.48158e-39,-5.16686e-34,1.55498e-32,-2.65825e-32,-6.64072e-34,0.646598,0,-9.50834e-68,-6.40642e-69,7.31301e-51,8.89153e-49,
0.00089,2662.75,0.109628,101325,0.0325145,0.00903496,0.00337437,0.0116602,0.0189606,0.276999,4.07064e-06,2.94152e-07,2.54138e-32,1.44225e-33,7.99146e-34,7.65959e-35,1.02308e-32,6.83196e-33,4.12841e-29,5.25139e-29,2.9513e-34,2.2023e-32,1.28413e-34,7.22315e-36,3.14232e-35,-5.96406e-48,-3.08059e-46,5.30261e-51,-1.85584e-51,-8.18881e-51,-2.24991e-52,-7.7464e-48,-2.27051e-49,-1.04342e-46,3.47129e-07,4.72236e-08,1.09668e-08,1.08675e-08,1.91223e-08,0.000849925,1.51166e-07,2.58993e-07,5.69553e-08,-3.93354e-34,-2.61505e-32,1.64908e-37,-9.01662e-40,1.3002e-33,6.33131e-32,-2.1878e-32,-2.39026e-33,0.646601,0,3.40632e-68,2.30305e-69,-1.80535e-51,-2.11486e-48,
0.0009,2662.91,0.109624,101325,0.0325055,0.00902608,0.00337033,0.0116499,0.0189518,0.277022,4.06869e-06,2.94196e-07,-6.7277e-32,-2.16526e-33,-2.10436e-33,-1.65901e-34,-1.63382e-33,-3.61097e-34,4.40238e-29,5.35793e-29,-1.54992e-33,1.41816e-33,-8.00668e-35,-3.94644e-36,-4.37435e-36,3.73238e-48,1.05928e-46,9.6239e-51,1.31284e-51,-5.49278e-51,-2.41114e-52,3.23681e-47,1.28527e-47,-2.2375e-47,3.4926e-07,4.7609e-08,1.10788e-08,1.09861e-08,1.91052e-08,0.000865459,1.53965e-07,2.59227e-07,5.79391e-08,1.11615e-33,1.9828e-32,1.15692e-37,3.78386e-37,-2.58653e-34,1.8418e-32,-1.13251e-32,7.18548e-34,0.646604,0,4.91702e-69,3.75009e-70,1.09433e-50,1.13188e-49,
0.00091,2663.05,0.109619,101325,0.0324975,0.00901799,0.00336657,0.0116401,0.0189435,0.277043,4.06679e-06,2.94229e-07,2.42404e-31,8.14576e-33,6.13287e-33,3.48195e-34,2.34508e-33,-4.64822e-34,3.42066e-29,5.11786e-29,2.04418e-33,5.79541e-33,1.65096e-34,1.1396e-35,2.21747e-35,-1.74102e-49,-3.88131e-48,-2.16859e-52,6.42398e-51,6.74463e-51,4.05273e-52,-8.46986e-48,-7.44263e-48,8.31995e-48,3.51379e-07,4.79914e-08,1.11896e-08,1.11031e-08,1.90895e-08,0.000880967,1.56755e-07,2.5944e-07,5.892e-08,-1.59226e-33,9.91268e-32,2.46908e-37,-1.62304e-36,7.80935e-36,-5.07225e-33,4.37481e-32,4.70187e-33,0.646605,0,-8.32859e-69,-3.84674e-70,1.89402e-51,1.89863e-49,
0.00092,2663.18,0.109615,101325,0.0324906,0.00901061,0.00336306,0.0116308,0.0189357,0.277061,4.06492e-06,2.94252e-07,2.51124e-32,-2.1907e-34,-1.40136e-33,-1.15037e-34,-2.96615e-33,-4.05323e-34,3.79211e-29,4.94213e-29,-1.2519e-33,-6.96315e-33,-6.67506e-35,1.02185e-36,-5.36773e-36,-3.15328e-49,-1.31595e-47,2.87946e-51,1.25038e-50,1.32372e-50,8.04218e-52,-1.71879e-48,1.4127e-48,-7.03404e-49,3.53487e-07,4.83711e-08,1.12992e-08,1.12185e-08,1.90751e-08,0.000896449,1.59535e-07,2.59635e-07,5.98982e-08,-5.39775e-33,-9.80039e-32,-1.90545e-37,-1.86899e-37,-1.43037e-34,-1.02656e-33,-2.92285e-32,-6.38453e-33,0.646606,0,6.54539e-69,2.11659e-70,-1.71958e-51,-1.61802e-49,
0.00093,2663.29,0.109612,101325,0.0324846,0.00900387,0.00335978,0.0116219,0.0189283,0.277078,4.06308e-06,2.94265e-07,2.47139e-31,9.84249e-33,9.46041e-33,6.63747e-34,1.35535e-32,3.43806e-33,5.9289e-29,5.46296e-29,3.0721e-33,7.72084e-33,3.20329e-34,1.57021e-35,3.82275e-35,3.05779e-49,1.17708e-47,-4.4349e-51,-1.5515e-50,-7.3317e-51,-4.50345e-52,2.61193e-48,8.83483e-49,-2.36472e-49,3.55584e-07,4.87481e-08,1.14077e-08,1.13325e-08,1.9062e-08,0.000911905,1.62306e-07,2.59812e-07,6.08737e-08,2.4192e-33,1.23173e-31,2.8222e-37,-1.70254e-36,1.50157e-34,1.97818e-33,3.19614e-32,6.30241e-33,0.646606,0,1.19344e-68,2.89635e-70,6.91593e-52,6.44674e-50,
0.00094,2663.39,0.109609,101325,0.0324795,0.00899771,0.00335671,0.0116134,0.0189213,0.277093,4.06127e-06,2.9427e-07,1.61232e-31,5.78586e-33,4.9881e-33,2.91682e-34,2.47443e-33,-1.23587e-34,5.08252e-29,6.22933e-29,1.81718e-33,5.97614e-33,1.06227e-34,2.66251e-36,7.03219e-36,-5.99584e-49,-2.27238e-47,-8.48178e-51,-2.74513e-50,-2.09092e-50,-1.27222e-51,-3.7703e-48,-1.72022e-48,-6.72783e-49,3.5767e-07,4.91226e-08,1.15151e-08,1.14452e-08,1.90499e-08,0.000927335,1.65069e-07,2.59973e-07,6.18466e-08,2.67266e-33,-6.57501e-33,5.1733e-40,-1.91056e-37,7.48113e-35,-2.11829e-34,-4.46762e-33,9.65151e-34,0.646605,0,6.32904e-69,1.45199e-70,-4.8914e-52,-2.50392e-50,
0.00095,2663.48,0.109607,101325,0.0324751,0.00899208,0.00335382,0.0116052,0.0189146,0.277107,4.05948e-06,2.94267e-07,-2.35502e-31,-9.52373e-33,-9.16964e-33,-6.35214e-34,-1.23087e-32,-2.89829e-33,3.85145e-29,6.07032e-29,-4.29773e-33,-1.48508e-32,-3.18226e-34,-1.30103e-35,-3.42742e-35,2.94181e-49,1.0916e-47,3.08079e-51,6.58871e-51,-6.27788e-52,-3.98912e-53,2.17816e-48,1.15117e-48,4.23652e-49,3.59746e-07,4.94948e-08,1.16217e-08,1.15566e-08,1.90389e-08,0.000942738,1.67823e-07,2.60121e-07,6.2817e-08,-5.61979e-34,6.67007e-33,-2.72574e-38,-6.68656e-37,-1.0754e-34,1.48283e-34,9.81724e-33,1.3267e-34,0.646604,0,-1.30142e-69,-4.79236e-71,1.16549e-52,4.74567e-51,
0.00096,2663.56,0.109604,101325,0.0324714,0.00898693,0.0033511,0.0115973,0.0189082,0.27712,4.05772e-06,2.94257e-07,1.34847e-31,5.27651e-33,4.76679e-33,3.51659e-34,8.53366e-33,2.65752e-33,4.75838e-29,5.70598e-29,1.83308e-33,5.40011e-33,1.21308e-34,6.96768e-36,1.95028e-35,4.27567e-50,2.51517e-48,-9.19166e-52,6.58948e-52,4.84398e-51,2.62013e-52,-3.64295e-49,-6.88981e-49,-1.20149e-50,3.61813e-07,4.98648e-08,1.17273e-08,1.1667e-08,1.90287e-08,0.000958115,1.70568e-07,2.60255e-07,6.3785e-08,-3.46103e-33,-2.24314e-32,-3.3788e-38,-1.07518e-36,3.66203e-34,-1.67182e-34,-7.72778e-33,-2.72961e-33,0.646602,0,-1.11114e-68,-2.62876e-70,-8.55911e-53,-3.90026e-51,
0.00097,2663.63,0.109603,101325,0.0324683,0.00898221,0.00334853,0.0115897,0.0189021,0.277131,4.05598e-06,2.94241e-07,3.88846e-31,1.3308e-32,1.05532e-32,6.21312e-34,6.03358e-33,2.55005e-34,4.41332e-29,5.82477e-29,5.03871e-33,1.85721e-32,1.50554e-34,5.28179e-36,1.33435e-35,-3.19409e-49,-1.34552e-47,-7.0283e-51,-2.47924e-50,-1.65033e-50,-9.86897e-52,-1.72895e-48,-3.52215e-49,-4.72581e-49,3.63871e-07,5.02328e-08,1.18321e-08,1.17763e-08,1.90194e-08,0.000973465,1.73306e-07,2.60379e-07,6.47505e-08,5.88299e-34,-5.62916e-32,-1.73846e-37,-1.08008e-37,-3.02385e-34,-7.33287e-34,-1.99644e-32,-2.01404e-33,0.6466,0,1.33542e-68,4.11968e-70,-1.86545e-52,-8.23882e-51,
0.00098,2663.69,0.109601,101325,0.0324658,0.00897789,0.00334611,0.0115824,0.0188962,0.277141,4.05426e-06,2.94219e-07,-9.33322e-32,-4.87656e-33,-5.39888e-33,-3.86477e-34,-7.97457e-33,-1.73056e-33,4.80333e-29,5.85806e-29,-2.57122e-33,-9.01246e-33,-1.99832e-34,-8.9074e-36,-2.38774e-35,1.48267e-49,4.98665e-48,3.29888e-51,5.75254e-51,-3.8394e-51,-2.20119e-52,1.26049e-48,6.37317e-49,2.29384e-49,3.6592e-07,5.05988e-08,1.19361e-08,1.18846e-08,1.90108e-08,0.000988788,1.76035e-07,2.60492e-07,6.57137e-08,1.08946e-33,4.25602e-32,6.98947e-38,-3.32617e-37,1.85616e-34,4.94643e-34,1.43761e-32,2.30508e-33,0.646597,0,3.05121e-69,6.09583e-71,1.43168e-52,7.07721e-51,
0.00099,2663.74,0.1096,101325,0.0324638,0.00897392,0.00334381,0.0115753,0.0188906,0.27715,4.05256e-06,2.94192e-07,3.79526e-31,1.35319e-32,1.13905e-32,7.56021e-34,1.38612e-32,3.53023e-33,4.91955e-29,6.00358e-29,5.29535e-33,1.27289e-32,3.18544e-34,1.35666e-35,3.23727e-35,-7.66248e-50,-2.6853e-48,-6.09242e-51,-1.74515e-50,-1.22289e-50,-7.99585e-52,-1.10722e-48,-8.96186e-49,-1.73116e-49,3.67961e-07,5.0963e-08,1.20395e-08,1.1992e-08,1.90029e-08,0.00100408,1.78756e-07,2.60595e-07,6.66745e-08,-1.36055e-33,6.26997e-32,2.42366e-37,1.30153e-36,2.44103e-34,8.28979e-34,2.04182e-32,2.12527e-33,0.646594,0,-1.58372e-68,-4.21076e-70,-3.10431e-52,-1.77049e-50,
0.001,2663.78,0.109599,101325,0.0324622,0.00897028,0.00334162,0.0115684,0.0188852,0.277158,4.05088e-06,2.9416e-07,8.18772e-32,9.24008e-34,-2.04719e-33,-2.31294e-34,-9.53361e-33,-3.26766e-33,4.16903e-29,5.98489e-29,-3.18124e-33,-1.71774e-32,-2.54627e-34,-8.29247e-36,-2.53094e-35,2.98368e-49,1.09908e-47,8.13685e-51,2.52714e-50,1.6174e-50,9.79176e-52,1.74286e-48,8.27315e-49,3.05429e-49,3.69994e-07,5.13254e-08,1.21421e-08,1.20985e-08,1.89955e-08,0.00101935,1.8147e-07,2.60691e-07,6.76331e-08,-8.85726e-33,-1.79164e-31,-4.98725e-37,-5.41319e-37,-3.51603e-34,-1.90116e-33,-3.87373e-32,-1.08151e-32,0.64659,0,-3.936e-70,7.45274e-71,3.31439e-52,1.75324e-50,
